iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	H2 	O2 	O 	OH 	H2O 	H 	HO2 	H2O2 	
90 	 9.1000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000224e+02 	1.4383656915e-01 	8.5616342467e-01 	2.8531889527e-12 	7.7062148423e-13 	6.2808263194e-10 	2.8639963610e-12 	5.5167305615e-09 	2.7075284410e-11 	
91 	 9.2000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000109e+02 	2.7431213527e-01 	7.2568785881e-01 	2.1205137195e-12 	5.7276196946e-13 	5.4122700313e-10 	4.7891946910e-12 	5.3404607460e-09 	3.0843543499e-11 	
91 	 9.2000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000394e+02 	5.9266658889e-02 	9.4073333592e-01 	4.1607614829e-12 	1.1237145610e-12 	6.4081304793e-10 	1.5662245471e-12 	4.5246627692e-09 	1.5477754791e-11 	
91 	 9.2000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000227e+02 	1.4383656915e-01 	8.5616342460e-01 	2.8539595689e-12 	7.7083194886e-13 	6.3545661761e-10 	2.8647698087e-12 	5.5792865415e-09 	2.7690251543e-11 	
92 	 9.3000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000111e+02 	2.7431213527e-01 	7.2568785874e-01 	2.1211692475e-12 	5.7294142663e-13 	5.4768651914e-10 	4.7906749361e-12 	5.4012676026e-09 	3.1544994470e-11 	
92 	 9.3000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000399e+02 	5.9266658886e-02 	9.4073333587e-01 	4.1615931679e-12 	1.1239408970e-12 	6.4820525870e-10 	1.5665375937e-12 	4.5752642602e-09 	1.5824661489e-11 	
92 	 9.3000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000230e+02 	1.4383656915e-01 	8.5616342453e-01 	2.8547302764e-12 	7.7104246170e-13 	6.4283261715e-10 	2.8655433482e-12 	5.6418461938e-09 	2.8312145542e-11 	
93 	 9.4000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000113e+02 	2.7431213526e-01 	7.2568785868e-01 	2.1218248128e-12 	5.7312091933e-13 	5.5414805892e-10 	4.7921552768e-12 	5.4620781528e-09 	3.2254376739e-11 	
93 	 9.4000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000404e+02 	5.9266658884e-02 	9.4073333581e-01 	4.1624249395e-12 	1.1241672722e-12 	6.5559895838e-10 	1.5668506729e-12 	4.6258684642e-09 	1.6175424205e-11 	
93 	 9.4000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000233e+02 	1.4383656914e-01 	8.5616342447e-01 	2.8555010755e-12 	7.7125302275e-13 	6.5021063102e-10 	2.8663169795e-12 	5.7044095190e-09 	2.8940966653e-11 	
94 	 9.5000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000114e+02 	2.7431213526e-01 	7.2568785861e-01 	2.1224804216e-12 	5.7330044919e-13 	5.6061162289e-10 	4.7936357258e-12 	5.5228923969e-09 	3.2971690554e-11 	
94 	 9.5000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000409e+02 	5.9266658882e-02 	9.4073333576e-01 	4.1632567975e-12 	1.1243936868e-12 	6.6299414723e-10 	1.5671637846e-12 	4.6764753817e-09 	1.6530043097e-11 	
94 	 9.5000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000236e+02 	1.4383656914e-01 	8.5616342440e-01 	2.8562719660e-12 	7.7146363202e-13 	6.5759065968e-10 	2.8670907027e-12 	5.7669765179e-09 	2.9576715118e-11 	
95 	 9.6000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000116e+02 	2.7431213526e-01 	7.2568785855e-01 	2.1231360796e-12 	5.7348001764e-13 	5.6707721146e-10 	4.7951162942e-12 	5.5837103353e-09 	3.3696936161e-11 	
95 	 9.6000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000414e+02 	5.9266658879e-02 	9.4073333570e-01 	4.1640887421e-12 	1.1246201407e-12 	6.7039082551e-10 	1.5674769290e-12 	4.7270850130e-09 	1.6888518328e-11 	
95 	 9.6000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000239e+02 	1.4383656914e-01 	8.5616342433e-01 	2.8570429481e-12 	7.7167428953e-13 	6.6497270359e-10 	2.8678645178e-12 	5.8295471912e-09 	3.0219391181e-11 	
96 	 9.7000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000117e+02 	2.7431213526e-01 	7.2568785848e-01 	2.1237917913e-12 	5.7365962590e-13 	5.7354482508e-10 	4.7965969912e-12 	5.6445319684e-09 	3.4430113807e-11 	
96 	 9.7000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000419e+02 	5.9266658877e-02 	9.4073333564e-01 	4.1649207732e-12 	1.1248466340e-12 	6.7778899347e-10 	1.5677901059e-12 	4.7776973584e-09 	1.7250850055e-11 	
96 	 9.7000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000242e+02 	1.4383656914e-01 	8.5616342426e-01 	2.8578140218e-12 	7.7188499527e-13 	6.7235676323e-10 	2.8686384249e-12 	5.8921215397e-09 	3.0868995087e-11 	
97 	 9.8000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000119e+02 	2.7431213525e-01 	7.2568785842e-01 	2.1244475609e-12 	5.7383927501e-13 	5.8001446422e-10 	4.7980778252e-12 	5.7053572968e-09 	3.5171223739e-11 	
97 	 9.8000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000424e+02 	5.9266658875e-02 	9.4073333559e-01 	4.1657528908e-12 	1.1250731666e-12 	6.8518865137e-10 	1.5681033154e-12 	4.8283124184e-09 	1.7617038440e-11 	
97 	 9.8000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000245e+02 	1.4383656913e-01 	8.5616342419e-01 	2.8585851870e-12 	7.7209574927e-13 	6.7974283904e-10 	2.8694124238e-12 	5.9546995642e-09 	3.1525527078e-11 	
98 	 9.9000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000121e+02 	2.7431213525e-01 	7.2568785835e-01 	2.1251033918e-12 	5.7401896588e-13 	5.8648612932e-10 	4.7995588030e-12 	5.7661863209e-09 	3.5920266203e-11 	
98 	 9.9000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000428e+02 	5.9266658872e-02 	9.4073333553e-01 	4.1665850950e-12 	1.1252997385e-12 	6.9258979948e-10 	1.5684165574e-12 	4.8789301934e-09 	1.7987083642e-11 	
98 	 9.9000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000248e+02 	1.4383656913e-01 	8.5616342413e-01 	2.8593564439e-12 	7.7230655151e-13 	6.8713093149e-10 	2.8701865148e-12 	6.0172812653e-09 	3.2188987400e-11 	
99 	 1.0000000000e-04 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000122e+02 	2.7431213525e-01 	7.2568785829e-01 	2.1257592871e-12 	5.7419869928e-13 	5.9295982087e-10 	4.8010399308e-12 	5.8270190414e-09 	3.6677241446e-11 	
99 	 1.0000000000e-04 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000433e+02 	5.9266658870e-02 	9.4073333548e-01 	4.1674173858e-12 	1.1255263498e-12 	6.9999243804e-10 	1.5687298321e-12 	4.9295506836e-09 	1.8360985822e-11 	
99 	 1.0000000000e-04 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000251e+02 	1.4383656913e-01 	8.5616342406e-01 	2.8601277924e-12 	7.7251740201e-13 	6.9452104104e-10 	2.8709606977e-12 	6.0798666439e-09 	3.2859376296e-11 	
